"Address","Occurrences","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Indexability","Indexability Status"
"https://www.visitsaltlake.com/listing/shriners-hospital/65354/","1","Learn more about Shriners Hospital, a local Medical/Dental Services Community Resources in Avenues/Capitol Hill, Salt Lake. See hours, reviews, photos, location & more.","168","1043","Indexable",""
"https://www.visitsaltlake.com/blog/stories/author/visit-salt-lake/5a9dab99cd9d441d5835b291/?&page=2","0","","0","0","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/listing/the-salt-republic/71250/","1","Learn more about The Salt Republic, a local Other Restaurants in Downtown, Salt Lake. See hours, reviews, photos, location & more.","130","810","Indexable",""
"https://www.visitsaltlake.com/listing/contribution-cocktail-lounge/71252/","1","Learn more about Contribution Cocktail Lounge, a local Other Restaurants in Downtown, Salt Lake. See hours, reviews, photos, location & more.","141","885","Indexable",""
"https://www.visitsaltlake.com/listing/adelaide/70891/","1","Learn more about Adelaide, a local Fine Dining Restaurants in Downtown, Salt Lake. See hours, reviews, photos, location & more.","127","790","Indexable",""
"https://www.visitsaltlake.com/listing/bell-canyon-boulders-trail/70240/","1","Learn more about Bell Canyon Boulders Trail, a local Hiking & Biking Outdoors & Recreation in Sandy, Salt Lake. See hours, reviews, photos, location & more.","156","957","Indexable",""
"https://www.visitsaltlake.com/listing/hidden-valley-park-to-bear-canyon-suspension-bridge/70272/","1","Learn more about Hidden Valley Park to Bear Canyon Suspension Bridge, a local Hiking & Biking Outdoors & Recreation in Sandy, Salt Lake. See hours, reviews, photos, location & more.","181","1129","Indexable",""
"https://www.visitsaltlake.com/listing/silver-lake-boardwalk/55144/","1","Learn more about Silver Lake Boardwalk, a local Birdwatching areas Outdoors & Recreation in Big Cottonwood, Salt Lake. See hours, reviews, photos, location & more.","163","1023","Indexable",""
"https://www.visitsaltlake.com/listing/ivy-%26-varley/70394/","1","Learn more about Ivy & Varley, a local Other Restaurants in Downtown, Salt Lake. See hours, reviews, photos, location & more.","125","776","Indexable",""
"https://www.visitsaltlake.com/listing/ivy-%26-varley/69479/","1","Learn more about Ivy & Varley, a local Meeting & Special Event Venues Business & Convention Services in Downtown, Salt Lake. See hours, reviews, photos, location & more.","169","1056","Indexable",""
"https://www.visitsaltlake.com/listing/bells-canyon-trail-to-lower-falls/70851/","1","Learn more about Bells Canyon trail to Lower Falls, a local Snowshoeing Outdoors & Recreation in Little Cottonwood, Salt Lake. See hours, reviews, photos, location & more.","171","1058","Indexable",""
"https://www.visitsaltlake.com/listing/red-rock-brewing-co-fashion-place-mall/69641/","1","Learn more about Red Rock Brewing Co. - Fashion Place Mall, a local Brewpub Restaurants in Holladay/Murray, Salt Lake. See hours, reviews, photos, location & more.","163","1025","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/things-to-do/5bca146a11f2ef203ebb4f29/?page=2","0","","0","0","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/things-to-do/5bca146a11f2ef203ebb4f29/?&page=1","0","","0","0","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/blog/stories/category/things-to-do/5bca146a11f2ef203ebb4f29/?&page=3","0","","0","0","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/listing/the-grand-spa/54936/","1","Learn more about The Grand Spa, a local Spas Wellness in Downtown, Salt Lake. See hours, reviews, photos, location & more.","122","769","Indexable",""
"https://www.visitsaltlake.com/listing/nohm/69873/","1","Learn more about Nohm, a local Japanese Restaurants in Granary/Ballpark, Salt Lake. See hours, reviews, photos, location & more.","128","808","Indexable",""
"https://www.visitsaltlake.com/listing/flight-park-state-recreation-area/60019/","1","Learn more about Flight Park State Recreation Area, a local Utah State Parks National & State Parks in Draper, Salt Lake. See hours, reviews, photos, location & more.","166","1016","Indexable",""
"https://www.visitsaltlake.com/listing/table-x/67427/","1","Learn more about Table X, a local American & Burgers Restaurants in Millcreek, Salt Lake. See hours, reviews, photos, location & more.","134","824","Indexable",""
"https://www.visitsaltlake.com/listing/hoof-%26-vine/69647/","1","Learn more about Hoof & Vine, a local American & Burgers Restaurants in Midvale, Salt Lake. See hours, reviews, photos, location & more.","136","845","Indexable",""
"https://www.visitsaltlake.com/blog/stories/?page=2","0","","0","0","Indexable",""
"https://www.visitsaltlake.com/blog/stories/?&page=3","0","","0","0","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/blog/stories/?&page=1","0","","0","0","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/listing/rawtopia-living-cuisine-and-beyond/63238/","1","Learn more about Rawtopia Living Cuisine and Beyond, a local Vegan / Vegetarian Restaurants in Millcreek, Salt Lake. See hours, reviews, photos, location & more.","161","1000","Indexable",""
"https://www.visitsaltlake.com/listing/monkeywrench/70038/","1","Learn more about Monkeywrench, a local Ice Cream / Desserts Restaurants in Downtown, Salt Lake. See hours, reviews, photos, location & more.","140","892","Indexable",""
"https://www.visitsaltlake.com/listing/mi-ranchito/61222/","1","Learn more about Mi Ranchito, a local Mexican Restaurants in South Salt Lake, Salt Lake. See hours, reviews, photos, location & more.","133","824","Indexable",""
"https://www.visitsaltlake.com/listing/mark-of-the-beastro/69636/","1","Learn more about Mark of the Beastro, a local Vegan / Vegetarian Restaurants in Central City, Salt Lake. See hours, reviews, photos, location & more.","149","916","Indexable",""
"https://www.visitsaltlake.com/listing/sweet-hazel-%26-co-bistro-%26-bakeshop/72560/","1","Learn more about Sweet Hazel & Co. Bistro & Bakeshop, a local Bakery/Café/Deli Restaurants in Downtown, Salt Lake. See hours, reviews, photos, location & more.","159","1004","Indexable",""
"https://www.visitsaltlake.com/listing/hopkins-brewing-company/69630/","1","Learn more about Hopkins Brewing Company, a local Brewpub Restaurants in Sugarhouse, Salt Lake. See hours, reviews, photos, location & more.","140","900","Indexable",""
"https://www.visitsaltlake.com/listing/all-chay/72562/","1","Learn more about All Chay, a local Pho / Vietnamese Restaurants in Airport/Fairgrounds, Salt Lake. See hours, reviews, photos, location & more.","143","886","Indexable",""
"https://www.visitsaltlake.com/listing/the-dough-miner/71033/","1","Learn more about The Dough Miner, a local Bakery/Café/Deli Restaurants in Granary/Ballpark, Salt Lake. See hours, reviews, photos, location & more.","147","920","Indexable",""
"https://www.visitsaltlake.com/listing/mamachari-kombucha/67446/","1","Learn more about Mamachari Kombucha, a local Bakery/Café/Deli Restaurants in Downtown, Salt Lake. See hours, reviews, photos, location & more.","142","917","Indexable",""
"https://www.visitsaltlake.com/listing/china-town-eatery/69703/","1","Learn more about China Town Eatery, a local Chinese Restaurants in South Salt Lake, Salt Lake. See hours, reviews, photos, location & more.","139","864","Indexable",""
"https://www.visitsaltlake.com/listing/moon-bakery/64344/","1","Learn more about Moon Bakery, a local Bakery/Café/Deli Restaurants in Holladay/Murray, Salt Lake. See hours, reviews, photos, location & more.","142","895","Indexable",""
"https://www.visitsaltlake.com/listing/one-more-noodle-house/67971/","1","Learn more about One More Noodle House, a local Chinese Restaurants in Downtown, Salt Lake. See hours, reviews, photos, location & more.","136","868","Indexable",""
"https://www.visitsaltlake.com/listing/the-annex-by-epic-brewing/63176/","1","Learn more about The Annex by Epic Brewing, a local Brewpub Restaurants in Sugarhouse, Salt Lake. See hours, reviews, photos, location & more.","142","898","Indexable",""
"https://www.visitsaltlake.com/listing/bambara/54764/","1","Learn more about Bambara, a local American & Burgers Restaurants in Downtown, Salt Lake. See hours, reviews, photos, location & more.","133","850","Indexable",""
"https://www.visitsaltlake.com/listing/dolcetti-gelato-%26-cstm-baked/62575/","1","Learn more about Dolcetti Gelato & Cstm Baked, a local Ice Cream / Desserts Restaurants in Cottonwood Heights, Salt Lake. See hours, reviews, photos, location & more.","166","1039","Indexable",""
"https://www.visitsaltlake.com/listing/pie-hole/61753/","1","Learn more about Pie Hole, a local Italian Restaurants in Downtown, Salt Lake. See hours, reviews, photos, location & more.","123","758","Indexable",""
"https://www.visitsaltlake.com/listing/iconoclad/68963/","1","Learn more about iconoCLAD, a local Vintage & Secondhand Shopping in Central City, Salt Lake. See hours, reviews, photos, location & more.","138","865","Indexable",""
"https://www.visitsaltlake.com/listing/betos-mexican-food/61381/","1","Learn more about Beto's Mexican Food, a local Mexican Restaurants in West Valley, Salt Lake. See hours, reviews, photos, location & more.","137","852","Indexable",""
"https://www.visitsaltlake.com/listing/lake-effect/67198/","1","Learn more about Lake Effect, a local Asian Restaurants in Downtown, Salt Lake. See hours, reviews, photos, location & more.","124","774","Indexable",""
"https://www.visitsaltlake.com/listing/bruges-waffle-bus/65493/","1","Learn more about Bruges Waffle Bus, a local Mobile Food Truck Restaurants in Downtown, Salt Lake. See hours, reviews, photos, location & more.","142","897","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/find-fun-in-salt-lake-city-at-the-gateway/","1","A creative fusion of dining, entertainment, community-driven events, urban living, and inspired office spaces, The Gateway is Salt Lake City&#x2019;s downtown destination that is unlike any other. With direct access to public transit, it serves up a one-of-a-kind blend of unique retail, hip nightlife, a","304","1760","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/the-salt-lake-food-scene/","1","Sure, Salt Lake might have been known for casseroles, green jello, and caffeine-free soda historically, but boy have times changed. Salt Lake&#x2019;s culinary scene is blossoming like a desert rose, and we have awards to prove it. From some of the best traditional Mexican food in the nation, to","296","1751","Indexable",""
"https://www.visitsaltlake.com/listing/rodizio-grill/54720/","1","Learn more about Rodizio Grill, a local Latin / Caribbean Restaurants in Central City, Salt Lake. See hours, reviews, photos, location & more.","142","854","Indexable",""
"https://www.visitsaltlake.com/listing/j-dawgs/69714/","1","Learn more about J Dawgs, a local American & Burgers Restaurants in Holladay/Murray, Salt Lake. See hours, reviews, photos, location & more.","140","884","Indexable",""
"https://www.visitsaltlake.com/listing/the-cheesecake-factory/61712/","1","Learn more about The Cheesecake Factory, a local American & Burgers Restaurants in Downtown, Salt Lake. See hours, reviews, photos, location & more.","148","943","Indexable",""
"https://www.visitsaltlake.com/listing/memory-grove-trail/70583/","1","Learn more about Memory Grove Trail, a local Hiking & Biking Outdoors & Recreation in Downtown, Salt Lake. See hours, reviews, photos, location & more.","151","946","Indexable",""
